,,0.1,0.25,0.4,0.5,0.6,0.75,0.9
llmlingua,hotpotqa,12026.13,,12202.51,,12289.61,,12455.16
llmlingua,multifieldqa_en,12007.99,,12100.86,,12193.08,,12283.33
llmlingua,narrativeqa,12293.18,,12570.03,,12763.49,,12951.41
llmlingua,triviaqa,12074.75,,12207.53,,12305.59,,12535.15
random,hotpotqa,12870.08,12170.61,12936.83,12233.65,12274.99,12362.45,12439.03
random,multifieldqa_en,11984.19,12032.72,12088.05,12130.37,12164.04,12341.02,12271.88
random,narrativeqa,12076.25,12288.94,12523.19,12634.9,12720.45,12818.65,12898.51
random,triviaqa,12026.63,12115.47,12177.49,12226.52,12278.09,12355.12,12438.97
